Status,GlobalSeq,Year,SeqInYear,Author,Work,PlanSelection,GreatIdeas,BeforeReading,DuringReading,AfterReading,Hook,ResourceKeys,ResourceTitles,ResourceURLs,Themes,GreatBooksSet,PlacementNote
Not Started,28,1,28,Montesquieu,The Spirit of the Laws,Book I; Book XI; selections from Books VIII & XII,Law; Constitution; Government; Justice; Democracy; Liberty; State; Monarchy,OYC Political Philosophy — watch the matching author lectures; use Crash Course European History for state/revolution context.,Open Yale / lecture cue — use/search: “Montesquieu The Spirit of the Laws political philosophy lecture”,"Harvard Justice — connect sovereignty, consent, rights, equality, and democracy to live moral-political arguments.","Watch for Law; Constitution; Government; Justice: modern politics asks what authority remains when custom, throne, church, and nature lose automatic command.",OYC_POLPHIL; OYC_SOCIAL; HARVARD_JUSTICE; CRASH_EURO,Open Yale PLSC 114 — Introduction to Political Philosophy; Open Yale SOCY 151 — Foundations of Modern Social Theory; Harvard Justice — Michael Sandel course videos; Crash Course European History,https://oyc.yale.edu/political-science/plsc-114; https://oyc.yale.edu/sociology/socy-151; https://justiceharvard.org/; https://www.youtube.com/playlist?list=PL8dPuuaLjXtMsMTfmRomkVQG8AqrAmJFX,Law; Constitution; Government; Justice; State; Democracy; Liberty; Monarchy,Core (1952),Place with Founding Documents/constitutional thought
Not Started,29,2,1,Homer,The Iliad,Focus: Book 1 (wrath); Book 6 (Hector/Andromache); Book 22 (Hector's death); Book 24 (Priam/Achilles) (Read whole; then re-read these anchors),Courage; Desire; Fate; Honor; Justice; Life and Death; Love; War and Peace,"PBS Empires — The Greeks: Crucible of Civilization; then OYC Greek History opening lectures on the Bronze Age, Homeric world, and polis.","Overly Sarcastic Productions or a lecture source — use/search: “Homer The Iliad overview; then read with a map of gods, honor, guest-friendship, and homecoming”",Crash Course World History — use the Greece/Persia/polis videos to connect epic values to later civic politics.,"Watch for Courage; Desire; Fate; Honor: epic is the old operating system of honor, anger, hospitality, memory, fate, and divine order.",PBS_GREEKS; OYC_GREEK; OSP; CRASH_WORLD,"PBS Empires — The Greeks: Crucible of Civilization; Open Yale CLCV 205 — Introduction to Ancient Greek History; Overly Sarcastic Productions — mythology, classics, history, and literature videos; Crash Course World History",https://www.pbs.org/empires/thegreeks/; https://oyc.yale.edu/classics/clcv-205; https://www.overlysarcasticproductions.com/projects; https://www.youtube.com/playlist?list=PLBDA2E52FB1EF80C9,Courage; Desire; Fate; Honor; Justice; Life and Death; War and Peace; Love,Core (1952),
Not Started,30,2,2,Aeschylus,Agamemnon,Focus: prophecy & sacrifice backstory; justice theme; murder scene & aftermath (Read whole; then re-read these anchors),Justice; Law; Courage; Fate; Good and Evil; Punishment; War and Peace,"PBS Empires — The Greeks; then National Theatre — Greek Theatre Video Collection on tragedy, chorus, masks, and performance space.",Reading Greek Tragedy Online / National Theatre — use/search: “Aeschylus Agamemnon performance or staging discussion”,"Crash Course Theater and Drama — Greek tragedy episodes; connect stage conflict to law, family, fate, and civic order.",Watch for Justice; Law; Courage; Fate: tragedy makes an argument by forcing incompatible goods into the same public space.,PBS_GREEKS; NAT_GREEK; CHS_TRAGEDY; CRASH_THEATER,PBS Empires — The Greeks: Crucible of Civilization; National Theatre — Greek Theatre Video Collection; Reading Greek Tragedy Online — Center for Hellenic Studies / Out of Chaos; Crash Course Theater and Drama,https://www.pbs.org/empires/thegreeks/; https://www.nationaltheatre.org.uk/learn-explore/greek-theatre-video-collection/; https://chs.harvard.edu/programs/reading-greek-tragedy-online/; https://thecrashcourse.com/topic/theaterdrama/,Justice; Law; Punishment; Courage; Fate; Good and Evil; War and Peace,Core (1952),
Not Started,31,2,3,Aeschylus,Choephoroe,Focus: recognition; matricide decision; justice vs pollution (Read whole; then re-read these anchors),Justice; Law; Courage; Fate; Good and Evil; Punishment; War and Peace,"PBS Empires — The Greeks; then National Theatre — Greek Theatre Video Collection on tragedy, chorus, masks, and performance space.",Reading Greek Tragedy Online / National Theatre — use/search: “Aeschylus Choephoroe performance or staging discussion”,"Crash Course Theater and Drama — Greek tragedy episodes; connect stage conflict to law, family, fate, and civic order.",Watch for Justice; Law; Courage; Fate: tragedy makes an argument by forcing incompatible goods into the same public space.,PBS_GREEKS; NAT_GREEK; CHS_TRAGEDY; CRASH_THEATER,PBS Empires — The Greeks: Crucible of Civilization; National Theatre — Greek Theatre Video Collection; Reading Greek Tragedy Online — Center for Hellenic Studies / Out of Chaos; Crash Course Theater and Drama,https://www.pbs.org/empires/thegreeks/; https://www.nationaltheatre.org.uk/learn-explore/greek-theatre-video-collection/; https://chs.harvard.edu/programs/reading-greek-tragedy-online/; https://thecrashcourse.com/topic/theaterdrama/,Justice; Law; Punishment; Courage; Fate; Good and Evil; War and Peace,Core (1952),
Not Started,32,2,4,Aeschylus,Eumenides,Focus: trial of Orestes; transformation of the Furies; civic justice (Read whole; then re-read these anchors),Justice; Law; Courage; Fate; Good and Evil; Being; Punishment; War and Peace,"PBS Empires — The Greeks; then National Theatre — Greek Theatre Video Collection on tragedy, chorus, masks, and performance space.",Reading Greek Tragedy Online / National Theatre — use/search: “Aeschylus Eumenides performance or staging discussion”,"Crash Course Theater and Drama — Greek tragedy episodes; connect stage conflict to law, family, fate, and civic order.",Watch for Justice; Law; Courage; Fate: tragedy makes an argument by forcing incompatible goods into the same public space.,PBS_GREEKS; NAT_GREEK; CHS_TRAGEDY; CRASH_THEATER,PBS Empires — The Greeks: Crucible of Civilization; National Theatre — Greek Theatre Video Collection; Reading Greek Tragedy Online — Center for Hellenic Studies / Out of Chaos; Crash Course Theater and Drama,https://www.pbs.org/empires/thegreeks/; https://www.nationaltheatre.org.uk/learn-explore/greek-theatre-video-collection/; https://chs.harvard.edu/programs/reading-greek-tragedy-online/; https://thecrashcourse.com/topic/theaterdrama/,Justice; Law; Punishment; Courage; Fate; Good and Evil; War and Peace; Being,Core (1952),
Not Started,33,2,5,Sophocles,Oedipus the King,Focus: investigation logic; reversal/recognition; fate vs responsibility (Read whole; then re-read these anchors),Fate; Justice; Life and Death; Courage; Good and Evil; Law; Language; Punishment,"PBS Empires — The Greeks; then National Theatre — Greek Theatre Video Collection on tragedy, chorus, masks, and performance space.",Reading Greek Tragedy Online / National Theatre — use/search: “Sophocles Oedipus the King performance or staging discussion”,"Crash Course Theater and Drama — Greek tragedy episodes; connect stage conflict to law, family, fate, and civic order.",Watch for Fate; Justice; Life and Death; Courage: tragedy makes an argument by forcing incompatible goods into the same public space.,PBS_GREEKS; NAT_GREEK; CHS_TRAGEDY; CRASH_THEATER,PBS Empires — The Greeks: Crucible of Civilization; National Theatre — Greek Theatre Video Collection; Reading Greek Tragedy Online — Center for Hellenic Studies / Out of Chaos; Crash Course Theater and Drama,https://www.pbs.org/empires/thegreeks/; https://www.nationaltheatre.org.uk/learn-explore/greek-theatre-video-collection/; https://chs.harvard.edu/programs/reading-greek-tragedy-online/; https://thecrashcourse.com/topic/theaterdrama/,Fate; Justice; Life and Death; Courage; Good and Evil; Law; Punishment; Language,Core (1952),
Not Started,34,2,6,Sophocles,Antigone,Focus: divine vs civic law; Creon's reasoning; tragic consequence chain (Read whole; then re-read these anchors),Law; Justice; Courage; Fate; Good and Evil; Life and Death; Constitution; Punishment,"PBS Empires — The Greeks; then National Theatre — Greek Theatre Video Collection on tragedy, chorus, masks, and performance space.",Reading Greek Tragedy Online / National Theatre — use/search: “Sophocles Antigone performance or staging discussion”,"Crash Course Theater and Drama — Greek tragedy episodes; connect stage conflict to law, family, fate, and civic order.",Watch for Law; Justice; Courage; Fate: tragedy makes an argument by forcing incompatible goods into the same public space.,PBS_GREEKS; NAT_GREEK; CHS_TRAGEDY; CRASH_THEATER,PBS Empires — The Greeks: Crucible of Civilization; National Theatre — Greek Theatre Video Collection; Reading Greek Tragedy Online — Center for Hellenic Studies / Out of Chaos; Crash Course Theater and Drama,https://www.pbs.org/empires/thegreeks/; https://www.nationaltheatre.org.uk/learn-explore/greek-theatre-video-collection/; https://chs.harvard.edu/programs/reading-greek-tragedy-online/; https://thecrashcourse.com/topic/theaterdrama/,Law; Justice; Courage; Fate; Good and Evil; Life and Death; Punishment; Constitution,Core (1952),
Not Started,35,2,7,Herodotus,The History,Book I-II,Government; History; Cause; Chance; Custom and Convention; Fate; Law; War and Peace,"PBS Empires — The Greeks; then OYC Greek History lectures on Persian Wars, Athenian empire, Sparta, and the Peloponnesian War.",Open Yale Greek History — use/search: “Herodotus The History Persian Wars Peloponnesian War lecture”,Crash Course World History — Greece/Persia and classical empire videos; compare historical inquiry with mythic memory.,"Watch for Government; History; Cause; Chance: history appears when memory, power, causation, and political judgment start arguing with one another.",PBS_GREEKS; OYC_GREEK; CRASH_WORLD,PBS Empires — The Greeks: Crucible of Civilization; Open Yale CLCV 205 — Introduction to Ancient Greek History; Crash Course World History,https://www.pbs.org/empires/thegreeks/; https://oyc.yale.edu/classics/clcv-205; https://www.youtube.com/playlist?list=PLBDA2E52FB1EF80C9,Government; History; War and Peace; Cause; Chance; Custom and Convention; Fate; Law,Core (1952),
Not Started,36,2,8,Plato,Meno,Focus: opening (question/terms); one central argument or turning point; a representative example/scene; closing resolution (Read whole; then re-read these anchors),Dialectic; Education; Knowledge; Good and Evil; Government; Reasoning; Truth; Virtue and Vice,"OYC PLSC 114 — watch the opening lectures on Socrates, polis, justice, and philosophy as public danger.",Gregory B. Sadler — use/search: “Plato Meno text lecture core concepts”,Bryan Magee — Plato episode; then write the question Plato leaves harder than he found it.,Watch for Dialectic; Education; Knowledge; Good and Evil: Plato rarely hands you a doctrine first; he stages a soul learning how to ask.,OYC_POLPHIL; SADLER; MAGEE,Open Yale PLSC 114 — Introduction to Political Philosophy; Gregory B. Sadler — philosophy text lectures and core concepts; Bryan Magee — Great Philosophers / Men of Ideas interviews,https://oyc.yale.edu/political-science/plsc-114; https://www.youtube.com/@GregoryBSadler; https://www.openculture.com/2012/05/bryan_magees_in-depth_uncut_tv_conversations_with_famous_philosophers_1978-87.html,Dialectic; Education; Knowledge; Reasoning; Truth; Virtue and Vice; Good and Evil; Government,Core (1952),
Not Started,37,2,9,Aristotle,Poetics,Focus: opening (question/terms); one central argument or turning point; a representative example/scene; closing resolution (Read whole; then re-read these anchors),Art; Beauty; Definition; Emotion; Form; Government; Happiness; Poetry,"National Theatre Greek Theatre videos; then Crash Course Theater on tragedy, plot, rhetoric, and audience.",Gregory B. Sadler — use/search: “Aristotle Poetics lecture”,Compare the theory to a tragedy/comedy you just read: does Aristotle explain what the stage actually did to you?,Watch for Art; Beauty; Definition; Emotion: form is not decoration here; form is how action becomes intelligible.,NAT_GREEK; CRASH_THEATER; SADLER,National Theatre — Greek Theatre Video Collection; Crash Course Theater and Drama; Gregory B. Sadler — philosophy text lectures and core concepts,https://www.nationaltheatre.org.uk/learn-explore/greek-theatre-video-collection/; https://thecrashcourse.com/topic/theaterdrama/; https://www.youtube.com/@GregoryBSadler,Art; Beauty; Definition; Emotion; Form; Poetry; Government; Happiness,Core (1952),
Not Started,38,2,10,Aristotle,Nicomachean Ethics,"Book II; Book III, Ch. 5-12; Book VI, Ch. 8-13",Duty; Happiness; Justice; Pleasure and Pain; Prudence; Reasoning; Temperance; Virtue and Vice,OYC PLSC 114 — Aristotle/polis lectures; then Harvard Justice for the modern moral-political pressure points.,Gregory B. Sadler — use/search: “Aristotle Nicomachean Ethics text lecture”,Bryan Magee — Aristotle episode; compare Aristotle’s teleology with modern rights and utility.,Watch for Duty; Happiness; Justice; Pleasure and Pain: Aristotle begins from practices and asks what form of life lets a thing become itself.,OYC_POLPHIL; HARVARD_JUSTICE; SADLER; MAGEE,Open Yale PLSC 114 — Introduction to Political Philosophy; Harvard Justice — Michael Sandel course videos; Gregory B. Sadler — philosophy text lectures and core concepts; Bryan Magee — Great Philosophers / Men of Ideas interviews,https://oyc.yale.edu/political-science/plsc-114; https://justiceharvard.org/; https://www.youtube.com/@GregoryBSadler; https://www.openculture.com/2012/05/bryan_magees_in-depth_uncut_tv_conversations_with_famous_philosophers_1978-87.html,Duty; Happiness; Justice; Pleasure and Pain; Prudence; Reasoning; Temperance; Virtue and Vice,Core (1952),
